ID,Default 12 Flag
202511080001,0.40312219210149364
202511080002,0.41536547740251184
202511080003,0.3523495486635013
202511080004,0.4914053793103349
202511080005,0.4070422059942262
202511080006,0.4953175259522167
202511080007,0.3617407402515458
202511080008,0.4203806035629809
202511080009,0.4876707467520265
202511080010,0.47760848881017703
202511080011,0.4531540544180926
202511080012,0.41736814936270683
202511080013,0.39725369193658966
202511080014,0.4193193473356151
202511080015,0.3772085830046391
202511080016,0.3816513566427543
202511080017,0.40557579762573165
202511080018,0.3836331449373903
202511080019,0.4177204960785807
202511080020,0.499240976727147
202511080021,0.3150934954401123
202511080022,0.44448940529041403
202511080023,0.4088897695372278
202511080024,0.3257270082554767
202511080025,0.44759540865883396
202511080026,0.4723356904645009
202511080027,0.4722484861375908
202511080028,0.4704380399174594
202511080029,0.4902712046380838
202511080030,0.3927574907945433
202511080031,0.4498615321981974
202511080032,0.46504454690592234
202511080033,0.4952406806757712
202511080034,0.39105743204921034
202511080035,0.3161123916123265
202511080036,0.4700438787600508
202511080037,0.4493933449271585
202511080038,0.4040680274397215
202511080039,0.3690605992283184
202511080040,0.37067735052930095
202511080041,0.3950918752105237
202511080042,0.4494035286554019
202511080043,0.3546760329940234
202511080044,0.4845443862671128
202511080045,0.31636220774909984
202511080046,0.4249513483085975
202511080047,0.40142981428538577
202511080048,0.3951328633113829
202511080049,0.35408001477030543
202511080050,0.45895049700742263
202511080051,0.42301742222016503
202511080052,0.49014463157837734
202511080053,0.3949607208378562
202511080054,0.39402820137464184
202511080055,0.46573076953136106
202511080056,0.41338543215817625
202511080057,0.3875166551238471
202511080058,0.39476128654031695
202511080059,0.32826392126099485
202511080060,0.4125465239510935
202511080061,0.37481690281650654
202511080062,0.4408867346105458
202511080063,0.37993704627158315
202511080064,0.3656722169272519
202511080065,0.33614933243098766
202511080066,0.4393212724202505
202511080067,0.3159686202382605
202511080068,0.38652838791865385
202511080069,0.41046929852680036
202511080070,0.4358505012293112
202511080071,0.4445180581024707
202511080072,0.47163856557690037
202511080073,0.44689844463353573
202511080074,0.3996916156505297
202511080075,0.4347607872896977
202511080076,0.4172880659417509
202511080077,0.4448383791375163
202511080078,0.44176543041873584
202511080079,0.4145399794982829
202511080080,0.48928381153083234
202511080081,0.40670491238254164
202511080082,0.3968826654513992
202511080083,0.3526031829340169
202511080084,0.34841330889294136
202511080085,0.3789683636097553
202511080086,0.42919856150816826
202511080087,0.4995052667488088
202511080088,0.3879803198405941
202511080089,0.4502695501231142
202511080090,0.4912957367209177
202511080091,0.4611984915772838
202511080092,0.35442080398928144
202511080093,0.35014969133497564
202511080094,0.42808348550091485
202511080095,0.34322787188192294
202511080096,0.3345323524156859
202511080097,0.3489219527580454
202511080098,0.4920090175385886
202511080099,0.48844593600408504
202511080100,0.4868431723217045
202511080101,0.4393631512991731
202511080102,0.4344395522903929
202511080103,0.3939572935486962
202511080104,0.45847557906981073
202511080105,0.3866558332695673
202511080106,0.45240791270188396
202511080107,0.3381625194806342
202511080108,0.33256186989707803
202511080109,0.4819817564465246
202511080110,0.4975639166888388
202511080111,0.37442336202811155
202511080112,0.4336506784026461
202511080113,0.33283215654954007
202511080114,0.3541800923487953
202511080115,0.3398493492109366
202511080116,0.4011041046216482
202511080117,0.40385737669613464
202511080118,0.3206253461522336
202511080119,0.4244976638984467
202511080120,0.31236847127444617
202511080121,0.3697012836414801
202511080122,0.41435263064502664
202511080123,0.3280560690088184
202511080124,0.39174802696402283
202511080125,0.4414255068784663
202511080126,0.37649000481655936
202511080127,0.39906998259471377
202511080128,0.4869950358727997
202511080129,0.3472570403024687
202511080130,0.4925386952675414
202511080131,0.4503703781260045
202511080132,0.3508719967242147
202511080133,0.41038599247790825
202511080134,0.3870947501450091
202511080135,0.42433938854116166
202511080136,0.46088580321322853
202511080137,0.4615498091999282
202511080138,0.49804098600351077
202511080139,0.41114866179087983
202511080140,0.48606348986575026
202511080141,0.3910796229214384
202511080142,0.31604479025272436
202511080143,0.4628244424979277
202511080144,0.31816902080090886
202511080145,0.44339996930677344
202511080146,0.3622400581472492
202511080147,0.3833762302336365
202511080148,0.336990546724648
202511080149,0.3397976051888488
202511080150,0.4792477311715683
202511080151,0.39132660761704285
202511080152,0.4842150892665573
202511080153,0.3844589781724439
202511080154,0.4905370257457332
202511080155,0.49099239280349644
202511080156,0.33541999186613497
202511080157,0.4122393954535025
202511080158,0.31126715614667505
202511080159,0.45703441968362807
202511080160,0.4505843556721605
202511080161,0.36316255754863674
202511080162,0.44707784606422424
202511080163,0.3873175752345225
202511080164,0.4688699960313869
202511080165,0.3198193405715423
202511080166,0.3571331775604215
202511080167,0.335028095762544
202511080168,0.48498363297555247
202511080169,0.3313128197698425
202511080170,0.4519214019976942
202511080171,0.4903893031645799
202511080172,0.3456753642273483
202511080173,0.4146655808820854
202511080174,0.47831808468399906
202511080175,0.45963888121480634
202511080176,0.4959838370799156
202511080177,0.3983374973293247
202511080178,0.3741824303562942
202511080179,0.35201003316723495
202511080180,0.4868414175027717
202511080181,0.31584836588511167
202511080182,0.372365398017208
202511080183,0.42097594016567286
202511080184,0.47301958967740004
202511080185,0.4407028602786312
202511080186,0.4201268386747278
202511080187,0.35635401981990095
202511080188,0.474947654432536
202511080189,0.35981719387754857
202511080190,0.40508098182047175
202511080191,0.49960296863591586
202511080192,0.458180481269475
202511080193,0.3317914915542923
202511080194,0.3914517093313401
202511080195,0.44476694491732466
202511080196,0.3235670638876198
202511080197,0.33684757055761333
202511080198,0.33107503593693216
202511080199,0.4701938365195642
202511080200,0.47615240948367327
202511080201,0.4170317153487925
202511080202,0.3337594809712555
202511080203,0.4803531000114691
202511080204,0.43417306377440634
202511080205,0.4079396657663868
202511080206,0.3164861737702078
202511080207,0.38489847725493864
202511080208,0.4728801765804791
202511080209,0.33394373279675615
202511080210,0.4817254493126207
202511080211,0.4331429627635059
202511080212,0.34018020595145504
202511080213,0.33740972130988167
202511080214,0.3148890625375084
202511080215,0.43249100788776823
202511080216,0.3409803191350525
202511080217,0.44119863133557724
202511080218,0.4767617025086612
202511080219,0.3940996076277125
202511080220,0.405044981773994
202511080221,0.47385447973653416
202511080222,0.4772049489201834
202511080223,0.4453769802293137
202511080224,0.4328013771650884
202511080225,0.3114280930178691
202511080226,0.4337309711985145
202511080227,0.34032434372734216
202511080228,0.48010202719663087
202511080229,0.4627800835269545
202511080230,0.37382713832489767
202511080231,0.44563343315111265
202511080232,0.4745027076966055
202511080233,0.39560782892995877
202511080234,0.4268775772374041
202511080235,0.46538199673269287
202511080236,0.3284709555375819
202511080237,0.4099299375403512
202511080238,0.4730912680101855
202511080239,0.4410371028115436
202511080240,0.4397242761919133
202511080241,0.38989063161619075
202511080242,0.4283394382844041
202511080243,0.4589481376740922
202511080244,0.3919454125609654
202511080245,0.394179788399224
202511080246,0.3972526810271392
202511080247,0.39714436128021957
202511080248,0.46314082819252844
202511080249,0.4632451132624152
202511080250,0.44345316689025543
202511080251,0.356752268965954
202511080252,0.36755083295246466
202511080253,0.48019255845471515
202511080254,0.4300999628249956
202511080255,0.41628721719391776
202511080256,0.4381279940402014
202511080257,0.472129166105157
202511080258,0.36228122362521814
202511080259,0.4681307585070808
202511080260,0.32213398023827666
202511080261,0.4961171655225373
202511080262,0.4079925363708477
202511080263,0.4602089511327775
202511080264,0.3599767357489445
202511080265,0.4498622961882518
202511080266,0.44259591381545066
202511080267,0.35498298455221755
202511080268,0.4754247899290758
202511080269,0.33591432026077517
202511080270,0.31483299919298363
202511080271,0.43054941532113544
202511080272,0.4946112460018595
202511080273,0.42568858276835597
202511080274,0.35170020293822546
202511080275,0.3878233085697035
202511080276,0.47332608235403345
202511080277,0.32794589088104653
202511080278,0.4956361890007521
202511080279,0.36763925228251365
202511080280,0.33993165555721894
202511080281,0.4280370840826099
202511080282,0.3407699751979532
202511080283,0.37423781090533975
202511080284,0.36053647046806425
202511080285,0.44300308477350275
202511080286,0.3499187852322055
202511080287,0.4991620909655646
202511080288,0.489110613825397
202511080289,0.37607860877419236
202511080290,0.32822940383764815
202511080291,0.34550004364126796
202511080292,0.4341577557332786
202511080293,0.4396920839616096
202511080294,0.3632935562223881
202511080295,0.4484497608388441
202511080296,0.3957587165984238
202511080297,0.4036165156596578
202511080298,0.39539913270234195
202511080299,0.37194730074062576
202511080300,0.4092977311261578
202511080301,0.42251299095376843
202511080302,0.3554745778388336
202511080303,0.37081658947679025
202511080304,0.35364341920358044
202511080305,0.44240053704333515
202511080306,0.4766254938391607
202511080307,0.4431484637728843
202511080308,0.4526133812433351
202511080309,0.46599191111859045
202511080310,0.4496572763193428
202511080311,0.36629135491665493
202511080312,0.32064235609387576
202511080313,0.3122751617142689
202511080314,0.4647610456757771
202511080315,0.4981379687137423
202511080316,0.38765388740864426
202511080317,0.4471245074723369
202511080318,0.4955675162153827
202511080319,0.4676703510113869
202511080320,0.37432624859753033
202511080321,0.3560489687108046
202511080322,0.43420334641435077
202511080323,0.3825222490750619
202511080324,0.34481824401607314
202511080325,0.37413353981897485
202511080326,0.4884700456937436
202511080327,0.3914005874625448
202511080328,0.3255327787694723
202511080329,0.38819916856798586
202511080330,0.35500007643810366
202511080331,0.46723126807816157
202511080332,0.40057925258118415
202511080333,0.4670435174032346
202511080334,0.4838800924163717
202511080335,0.44746644116035206
202511080336,0.43969003243266686
202511080337,0.4592412866628703
202511080338,0.3131591582117243
202511080339,0.32877080195370856
202511080340,0.3964801615709684
202511080341,0.4692094423451678
202511080342,0.49274787984862317
202511080343,0.41063743121533985
202511080344,0.49513395589778536
202511080345,0.32989923479962757
202511080346,0.44019273897659833
202511080347,0.4131195914178773
202511080348,0.40698648260963777
202511080349,0.4096486094384968
202511080350,0.39436961125736053
202511080351,0.3446010929440042
202511080352,0.32683971866987066
202511080353,0.3609313140159979
202511080354,0.3813063148019047
202511080355,0.33735106708397267
202511080356,0.4770379120733966
202511080357,0.4566179422247487
202511080358,0.4071124001348512
202511080359,0.3925643238182279
202511080360,0.3622034470899749
202511080361,0.4167727845801491
202511080362,0.3136447991833382
202511080363,0.36056981046781533
202511080364,0.45531215905790345
202511080365,0.3616287909080651
202511080366,0.37514606316335686
202511080367,0.394675036331154
202511080368,0.407840646933058
202511080369,0.47007391372644103
202511080370,0.47425749855845745
202511080371,0.4420473629310319
202511080372,0.41536043365124614
202511080373,0.4136209565625811
202511080374,0.4716148246119045
202511080375,0.491995415090232
202511080376,0.4290148099676774
202511080377,0.3940921358555611
202511080378,0.41441371495005547
202511080379,0.4226301987429828
202511080380,0.43757505066681074
202511080381,0.38107629347364275
202511080382,0.33572641694914784
202511080383,0.4123012145456662
202511080384,0.3129877734509139
202511080385,0.48512938601021305
202511080386,0.3631019795698848
202511080387,0.4950665481654587
202511080388,0.414215400378761
202511080389,0.36158631758310567
