ID,Default 12 Flag
202511080001,0.09591225341828824
202511080002,0.0823647488846794
202511080003,0.11192868019465659
202511080004,0.032868886603436266
202511080005,0.07689788041696671
202511080006,0.03170058886758851
202511080007,0.10462617077471198
202511080008,0.07163288289577348
202511080009,0.03496929293697441
202511080010,0.035498352983655626
202511080011,0.04869356492315736
202511080012,0.0825795365820243
202511080013,0.09662532719037686
202511080014,0.07936330994167153
202511080015,0.07997870286173214
202511080016,0.10082550911316747
202511080017,0.0739594876140969
202511080018,0.12172773746172097
202511080019,0.0696614672428779
202511080020,0.030402847743731174
202511080021,0.21810908611333213
202511080022,0.05362480192359606
202511080023,0.0718492589395904
202511080024,0.20034231300043395
202511080025,0.04392666061069089
202511080026,0.0439696817276587
202511080027,0.038902523291177195
202511080028,0.03702387405530945
202511080029,0.033443126988088774
202511080030,0.1303738151246624
202511080031,0.050668332773962536
202511080032,0.05399432473543533
202511080033,0.0317473211577571
202511080034,0.10121801266066963
202511080035,0.21735635601824138
202511080036,0.03842868139326797
202511080037,0.05116326567837993
202511080038,0.09613853068033353
202511080039,0.11260516964624312
202511080040,0.12771033428151116
202511080041,0.09550847344881228
202511080042,0.05129403919683692
202511080043,0.1429273640498174
202511080044,0.0391325777584783
202511080045,0.22352085071064107
202511080046,0.06242908094226378
202511080047,0.06483295552141463
202511080048,0.0948391824770172
202511080049,0.16131183007749314
202511080050,0.04256825015237193
202511080051,0.07132106346839685
202511080052,0.03307067904867505
202511080053,0.07751502899492213
202511080054,0.08446261114473351
202511080055,0.04885670015298517
202511080056,0.10053177013324666
202511080057,0.10561664851552308
202511080058,0.10637902794543874
202511080059,0.18573738062281597
202511080060,0.0749886760117643
202511080061,0.1060755852183377
202511080062,0.06073870750674867
202511080063,0.10535614444893253
202511080064,0.13557804923321212
202511080065,0.16286622597501846
202511080066,0.057355883186874956
202511080067,0.2215202574373633
202511080068,0.11216259864024512
202511080069,0.08007655125410487
202511080070,0.05912505975679056
202511080071,0.05793227812110041
202511080072,0.03740112108822448
202511080073,0.06302025930149394
202511080074,0.07507272771887917
202511080075,0.07267714181580813
202511080076,0.07580053783877805
202511080077,0.058860477653736656
202511080078,0.05309840807212016
202511080079,0.07493752356874979
202511080080,0.033581008826673274
202511080081,0.09176083352704775
202511080082,0.08754572963191508
202511080083,0.16155379971289485
202511080084,0.14515216322824664
202511080085,0.1291173896197065
202511080086,0.06073945925752428
202511080087,0.03028874278674143
202511080088,0.08666640580320312
202511080089,0.04970057727259223
202511080090,0.03405015209149715
202511080091,0.0445990569665429
202511080092,0.12247005698481239
202511080093,0.1418569036784711
202511080094,0.05512158593590178
202511080095,0.1462672908943732
202511080096,0.20714990333326383
202511080097,0.14703177371180545
202511080098,0.034962722435164746
202511080099,0.03608164911237678
202511080100,0.03327652405231636
202511080101,0.06279958732498342
202511080102,0.06425546628628262
202511080103,0.07863345966887328
202511080104,0.044836696022090394
202511080105,0.07740646794765135
202511080106,0.05433002907589032
202511080107,0.1447064777118477
202511080108,0.18515761371819134
202511080109,0.035508587325419914
202511080110,0.031340642488851864
202511080111,0.12445303293375469
202511080112,0.0738416741752169
202511080113,0.17746596938642997
202511080114,0.1426488898606414
202511080115,0.16256899321837087
202511080116,0.0826487683112497
202511080117,0.0669107292782006
202511080118,0.1944957852478472
202511080119,0.057835060656348254
202511080120,0.2282716659770477
202511080121,0.09876988989749157
202511080122,0.06769907050686651
202511080123,0.1666321826821014
202511080124,0.08583235837135701
202511080125,0.05264284578333775
202511080126,0.1290017983750527
202511080127,0.09326904857243098
202511080128,0.03632547805348669
202511080129,0.1344674084136834
202511080130,0.033075597009729125
