ID,Default 12 Flag
202511080001,0.07491498288802027
202511080002,0.08433300355801365
202511080003,0.10377713564064348
202511080004,0.04756608601732637
202511080005,0.07024154448149493
202511080006,0.04929246705638389
202511080007,0.09916732206923282
202511080008,0.07177946203515857
202511080009,0.05426824548306351
202511080010,0.05296926043409852
202511080011,0.06452127956489005
202511080012,0.07590912858859138
202511080013,0.08438644817156257
202511080014,0.06407120082668726
202511080015,0.08530940026602359
202511080016,0.0915275229603578
202511080017,0.07779449376390522
202511080018,0.09085710892655208
202511080019,0.0725567418515604
202511080020,0.0450728113156052
202511080021,0.20700759288886672
202511080022,0.06598681132781911
202511080023,0.0844876717822339
202511080024,0.16900945542996307
202511080025,0.06327379889274588
202511080026,0.057714143627854576
202511080027,0.058336523113496075
202511080028,0.05241194466958074
202511080029,0.05013068045924729
202511080030,0.09094135677965445
202511080031,0.06420116343216022
202511080032,0.059348125533902105
202511080033,0.048136661635354454
202511080034,0.08343089301770365
202511080035,0.2229246727282349
202511080036,0.05708487677697137
202511080037,0.06323992799565482
202511080038,0.09267557484159214
202511080039,0.10591461108890238
202511080040,0.09936138181952167
202511080041,0.08621943667691824
202511080042,0.06322577694626166
202511080043,0.10762416554597855
202511080044,0.051105512090072004
202511080045,0.20150098914855671
202511080046,0.06953241685748646
202511080047,0.07674973096074257
202511080048,0.08054302624308782
202511080049,0.1094937871905804
202511080050,0.06135524516254915
202511080051,0.07782142456350948
202511080052,0.049249357707081796
202511080053,0.07862438849404253
202511080054,0.0787667696664956
202511080055,0.05856528528870098
202511080056,0.07609734065763211
202511080057,0.08743740800967369
202511080058,0.07669600074234502
202511080059,0.12815136926532847
202511080060,0.080265961555868
202511080061,0.113985056952141
202511080062,0.07740065167913542
202511080063,0.08981478452952708
202511080064,0.0852472645019673
202511080065,0.1297008154572569
202511080066,0.06230036582710916
202511080067,0.2223340513088384
202511080068,0.09265708943438977
202511080069,0.07993743052783764
202511080070,0.06791163270367524
202511080071,0.06282471189993172
202511080072,0.055176557168004216
202511080073,0.06800868819012004
202511080074,0.08818099039383762
202511080075,0.0653616802209534
202511080076,0.07451267966317483
202511080077,0.0637682426421861
202511080078,0.06592188990410254
202511080079,0.07378179680056293
202511080080,0.053151965874799305
202511080081,0.08000142723846383
202511080082,0.07799220758497581
202511080083,0.1084852347695419
202511080084,0.10749178019827706
202511080085,0.1022608838631515
202511080086,0.06990476919084194
202511080087,0.043948154727560786
202511080088,0.09047323565720297
202511080089,0.06145772343963499
202511080090,0.05036655157348777
202511080091,0.05681662537005001
202511080092,0.10827046967283499
202511080093,0.11547586769170923
202511080094,0.06622229869627645
202511080095,0.12502434441140517
202511080096,0.1900835862401444
202511080097,0.1153824543683317
202511080098,0.048937803444317425
202511080099,0.05178620828407772
202511080100,0.05179527441802205
202511080101,0.06273285812816179
202511080102,0.06629195041427474
202511080103,0.07786079944431609
202511080104,0.05906852668969173
202511080105,0.08530085695012482
202511080106,0.05860942423578954
202511080107,0.12267069605441847
202511080108,0.14478310210681183
202511080109,0.0570388690720185
202511080110,0.047384733457325925
202511080111,0.09051596782277861
202511080112,0.06860447020109309
202511080113,0.1973128280159176
202511080114,0.13765545269466353
202511080115,0.10380652009128782
202511080116,0.08335747628043065
202511080117,0.07370594599759858
202511080118,0.1373251616749253
202511080119,0.06856463048371225
202511080120,0.25639483657044104
202511080121,0.09903781763284658
202511080122,0.07659343423382749
202511080123,0.16324613637443944
202511080124,0.11460097087828439
202511080125,0.06839123854225694
202511080126,0.09987017485154427
202511080127,0.0864840390469123
202511080128,0.05307724709628651
202511080129,0.11042941598085318
202511080130,0.04899764556668847
202511080131,0.0605155208332238
202511080132,0.11482316582771322
202511080133,0.07638139297554469
202511080134,0.09510922325880147
202511080135,0.07566329002250749
202511080136,0.05976231470814116
202511080137,0.05985923014480268
202511080138,0.04584185977997713
202511080139,0.06908252799989273
202511080140,0.052822479933792174
202511080141,0.08932234344705628
202511080142,0.198252754592956
202511080143,0.05843742437705857
202511080144,0.20699799146161219
202511080145,0.0630549350867484
202511080146,0.0910741488421407
202511080147,0.08431829027463857
202511080148,0.13739264680380908
202511080149,0.14219394715352515
202511080150,0.0568178476312732
202511080151,0.08843757415916138
202511080152,0.053899071775015184
202511080153,0.08963198567851031
202511080154,0.05032036729935252
