ID,Default 12 Flag
202511080001,0.08840779348144151
202511080002,0.07533031999785886
202511080003,0.1025467472573581
202511080004,0.031965543231923736
202511080005,0.0790893486216949
202511080006,0.031126921462026304
202511080007,0.10872948359189973
202511080008,0.07345910870493443
202511080009,0.03579592605592648
202511080010,0.03545911536309112
202511080011,0.04823901176817383
202511080012,0.08185583206026252
202511080013,0.09833595279029024
202511080014,0.07752666970239952
202511080015,0.08658565223272201
202511080016,0.09870343979796949
202511080017,0.07128799053353561
202511080018,0.12077597966847672
202511080019,0.07031388230707669
202511080020,0.02968427735914005
202511080021,0.21562920115627765
202511080022,0.052267309411393195
202511080023,0.07369848973163153
202511080024,0.1989726147774428
202511080025,0.043976579729065116
202511080026,0.04201477259612139
202511080027,0.037747707449720155
202511080028,0.036263676035505225
202511080029,0.033092303067726044
202511080030,0.12244028461722045
202511080031,0.05321110988674152
202511080032,0.05117525481651649
202511080033,0.03134733512722751
202511080034,0.10149351716161212
202511080035,0.2186423331538291
202511080036,0.03903356009691519
202511080037,0.04777445546231541
202511080038,0.09521044929952807
202511080039,0.12067548601591604
202511080040,0.1252643660741949
202511080041,0.09949209151155455
202511080042,0.0485741547257297
202511080043,0.1362314242907419
202511080044,0.04006334500949788
202511080045,0.2221990441049733
202511080046,0.062957229243367
202511080047,0.06986211515626878
202511080048,0.09593319910119709
202511080049,0.16243101981402447
202511080050,0.04320583035112666
202511080051,0.06540121631925902
202511080052,0.03217663427925727
202511080053,0.07143315636873702
202511080054,0.08167957853155226
202511080055,0.048882985823628634
202511080056,0.1064397044347404
202511080057,0.10599280993514121
202511080058,0.10670093299295666
202511080059,0.18744345485945246
202511080060,0.07441156638135085
202511080061,0.09909126018048325
202511080062,0.0633360877439217
202511080063,0.11770776041420579
202511080064,0.14106839564803053
202511080065,0.158282193788566
202511080066,0.05364407100757611
202511080067,0.22916533229581892
202511080068,0.11733089611926725
202511080069,0.07807445738797296
202511080070,0.06234361205428257
202511080071,0.05741014150412732
202511080072,0.03582842156608128
202511080073,0.06462347404634249
202511080074,0.07683020656214182
202511080075,0.07030019184707476
202511080076,0.07699603170764202
202511080077,0.05555427073717911
202511080078,0.05329330891871655
202511080079,0.07354735381498723
202511080080,0.03309634432103312
202511080081,0.0933604954467571
202511080082,0.0887616031192583
202511080083,0.1702816187003851
202511080084,0.144445145809975
202511080085,0.11961938661251731
202511080086,0.0593629930864079
202511080087,0.029751510646288233
202511080088,0.08565387119849611
202511080089,0.05320317066168844
202511080090,0.03510813443190953
202511080091,0.04324137611195735
202511080092,0.12396786493020787
202511080093,0.1465052012974692
202511080094,0.061374347405305264
202511080095,0.1546996024192413
202511080096,0.21159158017072427
202511080097,0.14694567769760358
202511080098,0.03551623169166336
202511080099,0.03498978277607274
202511080100,0.032435452383812534
202511080101,0.06189889898761775
202511080102,0.05888011539902983
202511080103,0.07602869893328135
202511080104,0.043794279939413316
202511080105,0.08467042409604579
202511080106,0.05626244397584898
202511080107,0.14236048737517645
202511080108,0.19160202843071675
202511080109,0.0344128005125973
202511080110,0.030473260247576343
202511080111,0.12837900179545264
202511080112,0.07475875850343483
202511080113,0.18330269494485169
202511080114,0.14327531849970032
202511080115,0.1733180161955883
202511080116,0.07928246155441357
202511080117,0.0642348140215283
202511080118,0.18696808555228991
202511080119,0.056976676794969
202511080120,0.23082263450327475
202511080121,0.09518965846044189
202511080122,0.06890851304174846
202511080123,0.17326079571005223
202511080124,0.08489920399643457
202511080125,0.04984152070828191
202511080126,0.13036693286250522
202511080127,0.08949554650634438
202511080128,0.035423241242444434
202511080129,0.127186185007136
202511080130,0.0329107981527934
202511080131,0.04428819578279382
202511080132,0.134072449683319
202511080133,0.09835067149196311
202511080134,0.10310151756057381
202511080135,0.06388573425818335
202511080136,0.04777840462761247
202511080137,0.04556555198788255
202511080138,0.03010668828423746
202511080139,0.0867932648158413
202511080140,0.032586068627813936
202511080141,0.09320114490397588
202511080142,0.22099356496277406
202511080143,0.046515406141455606
202511080144,0.2141636144160011
202511080145,0.061792453471601665
202511080146,0.12254803375469575
202511080147,0.0790176647321941
202511080148,0.18403260016214446
202511080149,0.18366394360869967
202511080150,0.041914969368489575
202511080151,0.08670014900593716
202511080152,0.034336887306314935
202511080153,0.10449480092538281
202511080154,0.03446293020275789
202511080155,0.03231277169427389
202511080156,0.15493224197436709
202511080157,0.0830867718361019
202511080158,0.2442128684990414
202511080159,0.0490054476050832
202511080160,0.05099413141414443
202511080161,0.10293091633853055
202511080162,0.050173294541912106
202511080163,0.10100815010412509
202511080164,0.039915878488935796
202511080165,0.2149389714944054
202511080166,0.13283320458279066
202511080167,0.19214314320317416
202511080168,0.03434118080217265
202511080169,0.1844144489837587
202511080170,0.051122583554699126
202511080171,0.03428339719631402
202511080172,0.1508894713967312
202511080173,0.07602474668369731
202511080174,0.034628518507848746
202511080175,0.04599176134623472
202511080176,0.03161814394059873
202511080177,0.08519508410563366
202511080178,0.13039872692447638
202511080179,0.14633915887242913
202511080180,0.0323546372759859
202511080181,0.22045558381372285
202511080182,0.1268348518941188
202511080183,0.06647876180866243
202511080184,0.04743919058541953
202511080185,0.05332462375678928
202511080186,0.0895884613651735
202511080187,0.14401691827982196
202511080188,0.040900099392214555
202511080189,0.12396057460493178
202511080190,0.09163660532348934
202511080191,0.029489367812907213
202511080192,0.044427264564588426
202511080193,0.16593165834092435
202511080194,0.09685099642112872
202511080195,0.05253290487623526
202511080196,0.21413552643574396
202511080197,0.1582484468203836
202511080198,0.18030081623849478
202511080199,0.044409989361226775
202511080200,0.03561178097252856
202511080201,0.08092512546152446
202511080202,0.2013689172610429
202511080203,0.0354744598088072
202511080204,0.05648815792337531
202511080205,0.08174868121168939
202511080206,0.20902914655679772
202511080207,0.09393976621229481
202511080208,0.03719136453420312
202511080209,0.1745000580362882
202511080210,0.03765887447927524
202511080211,0.06551444919510427
202511080212,0.13389211829278352
202511080213,0.1544528454026635
202511080214,0.21436347904122058
202511080215,0.060647145590468285
202511080216,0.18304245913227146
202511080217,0.04835489120173123
202511080218,0.041637757683360886
202511080219,0.0929708047838527
202511080220,0.08760609762147797
202511080221,0.053379639922059616
202511080222,0.04566915069844297
202511080223,0.04859555105091701
202511080224,0.06138671631146701
202511080225,0.23702136448632533
202511080226,0.05327205803119704
202511080227,0.17159659809517988
202511080228,0.03858910596633226
202511080229,0.0417609870952467
202511080230,0.11836724659326217
202511080231,0.05052529478505223
202511080232,0.03934138167778327
202511080233,0.08546089743484445
202511080234,0.07493152081726463
202511080235,0.039886663239164136
202511080236,0.20633897901507342
202511080237,0.06846795628689939
202511080238,0.0364761948442436
202511080239,0.061712066404138566
202511080240,0.06273661044717384
202511080241,0.09994602161638992
202511080242,0.06371032673102314
202511080243,0.045373433778107986
202511080244,0.0906923632981307
202511080245,0.09297930968494574
202511080246,0.08395045681449768
202511080247,0.09567789283084041
202511080248,0.045658172994485345
202511080249,0.04632463552272667
202511080250,0.06140550497554927
202511080251,0.13749061599892215
202511080252,0.14903341747380047
202511080253,0.04127831196398587
202511080254,0.0662018185838575
202511080255,0.07351463638740448
202511080256,0.05447625669964381
202511080257,0.03951645863596389
202511080258,0.11007908272033662
202511080259,0.04417077154237639
202511080260,0.20452492668652686
202511080261,0.03344803979615445
202511080262,0.06935223149310384
202511080263,0.04154571071905866
202511080264,0.1181978227996171
202511080265,0.051664600420378654
202511080266,0.04522995233299696
202511080267,0.1331751453208319
202511080268,0.04262215146058986
202511080269,0.1716070665294341
202511080270,0.21605653649478188
202511080271,0.06185277747959535
202511080272,0.031245088113078648
202511080273,0.07105950059669834
202511080274,0.14368609533412924
202511080275,0.08333636067026354
202511080276,0.035214806663443024
202511080277,0.18212514131959817
202511080278,0.03104453756138856
202511080279,0.13352072318042024
202511080280,0.15721464273862495
202511080281,0.05609670557742285
202511080282,0.17550055929133943
202511080283,0.12947829334120048
202511080284,0.1512088273017159
202511080285,0.05738086599033452
202511080286,0.1337854514552244
202511080287,0.030297440403124692
202511080288,0.03445231198068838
202511080289,0.1577240177822336
202511080290,0.17398203643055185
202511080291,0.14667526964229066
202511080292,0.05309694639353507
202511080293,0.0519061387863934
202511080294,0.1101081453395068
202511080295,0.04822124683461989
202511080296,0.09813367142919119
202511080297,0.08601392086199468
202511080298,0.07051479739307534
202511080299,0.0950765837545981
202511080300,0.07242526101890125
202511080301,0.07007478113332816
202511080302,0.12445968747218472
202511080303,0.12096720788255466
202511080304,0.13446489669083023
202511080305,0.062110078115049525
202511080306,0.04311519909272626
202511080307,0.06034513376734125
202511080308,0.04743121278871763
202511080309,0.04759700590740571
202511080310,0.04829470799079096
202511080311,0.11042475075760519
202511080312,0.19608404672298346
202511080313,0.22794382368568827
202511080314,0.044028957879590394
202511080315,0.030109292226417454
202511080316,0.09008530854504417
202511080317,0.07125648893286388
202511080318,0.0320375935398276
202511080319,0.04430368875288258
202511080320,0.10105172172393542
202511080321,0.14088599185881417
202511080322,0.07210905648032777
202511080323,0.09604853697896565
202511080324,0.17866206440063942
202511080325,0.11609211850219434
202511080326,0.03455224565562
202511080327,0.09256609161661743
202511080328,0.20504898259273993
202511080329,0.13254212073191368
202511080330,0.13577158359326172
202511080331,0.041320845864342585
202511080332,0.09095017030414917
202511080333,0.0382204485728185
202511080334,0.0383081778527998
202511080335,0.055769858994883056
202511080336,0.06278218371279709
202511080337,0.044376138251333325
202511080338,0.22748824135689727
202511080339,0.2059181881611517
202511080340,0.10636494280465401
202511080341,0.0379004979623528
202511080342,0.03152902280311334
202511080343,0.07009578523007597
202511080344,0.03210299049795508
202511080345,0.17213776420752216
202511080346,0.058763710105057
202511080347,0.0786328295950417
202511080348,0.07159647461657911
202511080349,0.08283207047131909
202511080350,0.08493727698804529
202511080351,0.1514457308510424
202511080352,0.19177837725487062
202511080353,0.11668416915786427
202511080354,0.09354044328410271
202511080355,0.15478906977360765
202511080356,0.03754642753233979
202511080357,0.054055868296920793
202511080358,0.0859860242350192
202511080359,0.083822963066016
202511080360,0.1363438062358049
202511080361,0.07096340645661017
202511080362,0.22114075204071446
202511080363,0.11508801528864565
202511080364,0.04786223088704489
202511080365,0.16281240240487743
202511080366,0.11555879340606655
202511080367,0.06430146631927124
202511080368,0.086518671000128
202511080369,0.044101630574902774
202511080370,0.03642946874836124
202511080371,0.07223081081576821
202511080372,0.08183335227378966
202511080373,0.06382189019228893
202511080374,0.04045251116091002
202511080375,0.034176571560690275
202511080376,0.06409423332312487
202511080377,0.09413582819596017
202511080378,0.0638213571276473
202511080379,0.06623719416450853
202511080380,0.049961284592416035
202511080381,0.09850068270460385
202511080382,0.15869348083917134
202511080383,0.07684804392094395
202511080384,0.22198758084805617
202511080385,0.037103365924536696
202511080386,0.11737440593390049
202511080387,0.03350695842420561
